record_id,transaction_date,location_id,region,subregion,country,state_province,city,plant,business_unit,market,sales_territory,latitude,longitude,product_id,product_line,product_family,product_category,product_subcategory,brand,sku,strategic_product_flag,launch_year,product_active_flag,customer_id,key_customer,customer_name,customer_group,customer_segment,industry,channel,account_manager,global_account_flag,customer_tier,customer_country,customer_region,customer_active_flag,scenario_id,scenario,scenario_type,version,currency_id,currency_code,currency_name,fx_rate_to_usd,fx_rate_date,reporting_currency_flag,revenue_usd,gross_sales_usd,discounts_usd,returns_usd,net_sales_usd,cogs_usd,gross_profit_usd,sgna_usd,rd_usd,ebit_usd,ebitda_usd,net_income_usd,depreciation_amortization,interest_amount,taxes_pct,order_backlog_usd,bookings_usd,pipeline_usd,capex_usd,opex_usd,working_capital_usd,cash_conversion_pct,headcount,productivity_per_head_usd,estimated_market_share_pct,on_time_delivery_pct,customer_quality_ppm,lost_time_incidents,inventory_usd,units_sold,price_per_unit
REC104666,2025-03-04,LOC011,Middle East & Africa,Middle East,United Arab Emirates,Dubai,Dubai,Dubai Distribution,Industrial,MEA,GCC,25.2,55.27,PROD012,Theta,,Hardware,Power Supplies,Voltis,VOL-TH-1106,FALSE,2014,1,CUST001, y ,Acme Industrial LLC,Acme Group,Enterprise,Manufacturing,Direct,A. Brown,No,Tier 2, Japan  ,Asia Pacific,T,SCN001,Actual,Actual,v1,CUR009,AED,UAE Dirham,0.28,2025-03-01,FALSE,24430167.2,26547149.16,"$2,179,584.80",271038.76,24096525.6,15056062.69,9040462.91,2014628.51,"528,286.20",6497548.2, 7648366.81 ,4032957.67,1150818.61,326131.17,,65220155.09,33840347.91,120310828.67,499788.16,3228699.44,9002076.05,1.0259,867,28177.82,0.0475,0.7847,1122,0,,4766,5927.09
REC104667,2025-11-02,LOC006,Europe,Northern Europe,United Kingdom,England,Manchester,Manchester Site,Technology,EMEA,UKI,53.48,-2.24,PROD008,Epsilon,SERVICES,Services, Implementation  ,ConsultPro,CON-EP-9491, n ,2016,Active,CUST019,Inactive,BrightHome Retail,BrightHome,SMB,Retail,marketplace,M. Chen,FALSE,Tier 3,United Kingdom,Europe,,SCN001,Actual,Actual,v1,CUR004,GBP,Pound Sterling,1.23,2025-11-01,FALSE,9144798.74,9961095.32,"768,196.76","82,566.55",9110332.02,"$4,392,501.61",4717830.41,1325385.82,124544.56,3267900.04,3439619.69,2454793.36,171719.65,109651.29,0.2227,,11945289.44,47303370.89,877855.09,"1,513,518.47",2371668.39,1.074,968,9447.11,36.1%,0.9096,6158,0,"8,661,987.17",138,"68,630.08"
REC104668,2025-05-07,LOC002,North America,US & Canada,united states,California,San Jose,Silicon Plant,Technology,Enterprise,West,,-121.89,PROD003,Beta,Controllers,Hardware, Programmable Controllers  ,Nexa,NEX-BE-2266,0,2017,Active,CUST008,F,Pacific Foods Co,Pacific Foods,SMB,Consumer Goods,Reseller,S. Müller,,Growth,Brazil,Latin America,TRUE,SCN003,Forecast,Rolling Forecast,RF_Q1,CUR001,USD,US Dollar,1.02,20250501,Yes,24607526.78, 26577559.73 ,2745278.47,"1,271,349.98",22560931.27,12329203.4,"10,231,727.87","$2,832,784.95",521332.09,6877610.84,7749991.09,4672361.72,872380.26,138583.76,0.3067,37321270.78,28041609.68,68372190.84,998822.05,3528424.29,8574055.01,0.9173,3153,"7,287.64",0.3447,,3319,0,13153189.09,4099,6104.97
REC104669,2023-05-02,LOC007,Asia Pacific,East Asia,China,Guangdong,Shenzhen,Shenzhen Campus,Electronics,APAC,Greater China,22.54,114.06,PROD010,Zeta,Edge Devices,Hardware,Gateways,Auron,AUR-ZE-2334,T,2024,Y,CUST018,T,Nimbus Data Centers,Nimbus,Key Accounts,Technology,Direct,,Active, Strategic  ,United States,North America,T,SCN002,Budget,Plan,fy26.1,CUR005,CNY,Chinese Yuan,,01-May-2023,,9551231.98,"10,249,741.99",656576.8,436257.7,9156907.49,"$5,182,445.70",3974461.79,1167952.72,602960.65,"$2,203,548.42",2334022.58,1659085.71,130474.16,128603.42,0.2004,6366301.28,8920188.63,30657873.36,899519.22,"$1,814,847.44",,65.3%,656,13877.19,0.1077,0.9212,3391,1,9369811.49,2638,3687.52
REC104670,2024-05-15,LOC012,Europe,Central Europe,Poland,Mazovia,Warsaw,Warsaw Operations,AUTOMOTIVE,EMEA,,52.23,$21.01,PROD002,Alpha,Sensors,Hardware,Temperature Sensors,Auron,AUR-AL-2357,T,2021,1,CUST008,No,Pacific Foods Co,Pacific Foods,SMB,consumer goods,Reseller,A. Brown,0,Tier 2,United States,North America,TRUE,SCN001,Actual,Actual,v1,CUR010,PLN,Polish Zloty,,2024-05-01,0,11964659.52,12586747.71,240362.17,615902.99,11730482.55,6010261.38,5720221.16,1778099.58,218673.0,3723448.58,4302652.58,2560803.66,579204.01,34485.66,0.3058,8140736.4,11619003.03,"29,235,776.69",282594.19,2125244.15,980965.27,0.746,2189,5465.81,0.3645,0.7925,2085,1,8156186.58,4904,2420.14
REC104671,01/07/2023,LOC012,Europe,Central Europe,Poland,mazovia, Warsaw ,Warsaw Operations,Automotive,EMEA,CEE,52.23,21.01,PROD003,Beta, Controllers,Hardware,Programmable Controllers,Nexa,nex-be-2246,0,2017,Yes,CUST015,Active,Helios Aerospace,Helios,Enterprise,Aerospace,OEM,M. Chen,FALSE,Strategic,,Europe,,SCN001,Actual,Actual,v1,CUR010,PLN,Polish Zloty,0.25,2023-01-01,0,5201516.82,5346306.11,142926.11,123083.08,5080296.93,3597284.2,1483012.73,698556.6,135944.51,,823237.06,460392.99,174725.45,39068.05,24.46,9049519.42,7101312.7,24677587.13,439234.15,936855.67,1041209.91,1.0192,2203,2361.11,0.3752,0.7907,134,0,7182488.45,932,"5,578.85"
REC104672,2026-01-23,LOC008,Asia Pacific,East Asia,Japan,Tokyo,Tokyo,Tokyo Center,Technology,APAC,Japan,35.68, 139.65 ,PROD010,Zeta,Edge Devices,Hardware,Gateways,Auron,AUR-ZE-3631, y ,2024,TRUE,CUST005,,TransitWorks Ltd,TransitWorks,Mid-Market,Transportation,,Priya Nair,No,Tier 3,Japan,Asia Pacific, y , SCN002 ,Budget,Plan,FY26.1,CUR006,JPY,Japanese Yen,0.01,2026-01-01,N,9683602.85,9344799.66,294658.79,"$72,815.04",,5183095.48,"$3,794,230.35",1715680.72,150483.69,1928065.94,2372233.74,1406630.25,444167.8,152062.77,0.208,5257775.53,12962148.31,45220716.37,713220.45, 2048474.50 ,1241325.39,0.5596,1768,5057.36,0.1322,0.9025,4803,0,3928124.92,2052,4259.11
REC104673,2024-06-23,LOC005,Europe,Southern Europe,Spain,Catalonia,Barcelona,Barcelona Plant, Consumer,EMEA,Iberia,$41.39,2.17,PROD007,Delta,Software,software,Monitoring Platform,,SYN-DE-5953,T,2020,1,CUST020, n ,Andes Agro,Andes Agro,Mid-Market,AGRICULTURE,Reseller,S. Müller,No,Strategic,Spain,Europe,1,SCN001,Actual,Actual,v1,CUR002,EUR,Euro,1.07,2024-06-01, n ,4984398.25,5253250.53,126981.79,"$42,123.50",5084145.24,2073069.56,3011075.69,638237.25,350347.09,2022491.35,"2,123,367.82","$1,491,088.29",100876.47,"$42,179.74",,8872569.32,4297828.25,17993279.24,270836.36,993301.94,1789021.08,0.8455,2024,"$2,462.65",11.5%,0.8033,2456,0,,156,31241.99
REC104674,2024-11-20,LOC009,Asia Pacific,South Asia,India,Karnataka,Bengaluru,Bengaluru Hub,services,APAC,India,12.97,77.59,PROD012,Theta,Power,Hardware,Power Supplies,Voltis,VOL-TH-2450,N,2014,Yes,CUST001, y ,Acme Industrial LLC,Acme Group,Enterprise,Manufacturing,Direct,M. Chen,Inactive,Tier 1,India,Asia Pacific,1,SCN001,Actual,Actual,v1,CUR007, INR ,Indian Rupee,0.01,2024-11-01, n ,11039177.76,,251950.45,"84,454.00",,8246027.09,2802781.01,2113146.96,,593536.54,859426.13,"$479,517.52",265889.59,30123.97,0.1489,8320660.87,9800506.65,38438275.55,614363.8,2269150.97,2941646.0,0.9066,1046,10553.71,36.7%,0.8653,6071,0,15842874.48,2410,4669.05
REC104675,2025-05-11,LOC008,Asia Pacific,East Asia,Japan,Tokyo,Tokyo,Tokyo Center,Technology, APAC ,Japan,35.68,$139.65,PROD007,Delta,Software,Software,Monitoring Platform,Synapse,SYN-DE-9704, y ,2020,Yes,CUST010,No,Vertex Mining PLC,Vertex Resources,Mid-Market,Mining,Distributor,R. Patel,F,Growth,Japan,Asia Pacific,Y,SCN001,Actual,Actual,v1,CUR006,JPY,Japanese Yen,0.01,05/01/2025,0,14972064.9,15456760.87,727940.91,83798.59,14645021.37,6299534.41,8345486.96,2280720.4,1036651.47,5028115.08,"5,457,818.05",3454111.36,429702.97,109683.83,0.2977,,18923009.15, 76262971.20 ,1033815.51,3520674.41,2041165.71,0.5942,1940,7717.56,0.3253,0.8079,1946,0,9657855.83,359,"40,242.92"
REC104676,2025-12-15,LOC009,Asia Pacific,South Asia,India,Karnataka,Bengaluru,Bengaluru Hub,Services,APAC,India,12.97,77.59,PROD002,Alpha,Sensors,Hardware,Temperature Sensors,Auron,AUR-AL-4192,Active,2021,, CUST018 ,Y,Nimbus Data Centers,Nimbus,Key Accounts,Technology,Direct,L. García,1,Tier 1, Spain  , Europe  ,1,SCN003, Forecast,Rolling Forecast,RF_Q1,CUR007,INR,Indian Rupee,0.01,2025-12-01,Inactive,,6614823.69,"449,290.24",43257.08,6122276.36,3102947.16,3019329.2,377804.63,223721.35,2417803.23,2533636.41, 1586791.68 ,115833.19,81029.09,0.3209,4566065.91,"$7,644,222.86",9478713.59,159853.96,733688.48,"2,052,259.10",0.588,755,8046.25,0.2655,0.8383,4484,0,3620744.41,1414,4795.04
REC104677,2026-01-12,LOC011,Middle East & Africa,Middle East,United Arab Emirates,Dubai,Dubai,Dubai Distribution,Industrial,MEA,GCC,25.2,55.27,,Delta,Software,Software,Analytics Suite,Synapse,SYN-DE-7179,,2023,1,CUST004,Y,MediCore Systems,MediCore,Enterprise,Healthcare,Direct,A. Brown,0,Growth,United Arab Emirates,Middle East & Africa,F,SCN002,Budget,Plan,FY26.1,CUR009,AED,UAE Dirham,0.28,2026-01-01,FALSE,"13,821,317.45",,249245.12,359887.5,12449012.27,4360305.37,8088706.9,2198833.0,"885,791.02",5004082.88,5477824.46,"3,576,396.74",473741.58,81801.96,0.2734,"12,879,880.76",12419183.85,27326981.32,613598.75,3443549.04,"4,964,429.79",0.3705,2985,,0.2774,0.9166,4486,0,6821995.35,312,45029.61
REC104678,20240906,LOC008,Asia Pacific,East Asia,Japan,Tokyo,Tokyo,Tokyo Center,Technology,APAC,Japan,35.68,139.65,PROD005,Gamma,Drives,,Variable Frequency Drives,Voltis,VOL-GA-9641,FALSE,2018,,CUST001,,Acme Industrial LLC,Acme Group,Enterprise, Manufacturing  ,Direct,Priya Nair,F,Tier 3, Deutschland ,Europe,,SCN001,Actual, ACTUAL ,v1,CUR006,JPY,Japanese Yen,0.01,2024-09-01,FALSE,3890633.22,4089809.81,204363.11,26693.89,3858752.8,2908933.1,"$949,819.70",351944.59,73303.41,524571.7,574330.91,427566.39,49759.21,34593.62,0.1274,3207629.38,3392038.28,8955399.58,242916.97,"432,592.60",1107953.78,1.0147,2042,1905.31,0.0406,78.3%,6187,1,4396913.83,1940,2247.24
REC104679,2023-04-13,LOC011,Middle East & Africa,Middle East,United Arab Emirates,Dubai,Dubai,Dubai Distribution,Industrial,MEA,GCC,25.20,55.27,PROD012,THETA,Power,Hardware,Power Supplies,Voltis, VOL-TH-4395 ,,2014,Active,CUST013,F,FreshWave Beverages,FreshWave,SMB,Food & Beverage,Reseller,D. Johnson,Inactive,Tier 2,United States,North America,T,SCN002,Budget,Plan,FY26.1,CUR009,AED,Uae Dirham,0.27,04/01/2023,Inactive,604145.31,619956.94,55912.27,,554100.01,"312,155.25",,58523.88,15708.9,"$167,711.99",195314.25,136345.47,"27,602.26",3544.41,0.1695,"$720,331.12",563715.82,1545730.54,54831.4,76229.15,93840.15,0.6614,707,807.12,30.6%,0.8553,4203,1,188165.84,192,3059.56
REC104680,2025-06-14,LOC010,Latin America,Brazil,Brazil,São Paulo,Campinas,Campinas Plant,Consumer,LATAM,Brazil Southeast,-22.91,-47.06,PROD006,DELTA,Software,Software, Analytics Suite ,Synapse,SYN-DE-6158,TRUE,2023,,CUST001,Active,Acme Industrial LLC,Acme Group,Enterprise,Manufacturing,Direct,S. Müller,FALSE,Growth,United States,North America,T, SCN001 ,Actual,Actual,v1,cur008,BRL,Brazilian Real,0.2,2025-06-01, n ,37813374.82,40819521.86,2560524.23,334749.52,37924248.1,15249047.42,22675200.68,6752342.17,249117.33,15673741.18,16382923.89,10627343.98,709182.71,"674,125.27", 29.15% ,"$25,074,090.42",48844866.21,105341215.55,2796745.21,7754226.46,4144989.21,1.0796,1815,20833.82,0.2963,0.9761,4601,0,20042728.13,1164,32666.06
REC104681,2025-08-04,LOC004,Europe,Western Europe,Germany,Bavaria,Munich,Munich Works,Automotive,EMEA,DACH,48.14,11.58,PROD003,Beta,Controllers,Hardware,Programmable Controllers,NEXA,NEX-BE-5900,0,2017, y ,CUST011,T,Apex Robotics,Apex Group,Key Accounts, Technology ,Direct,Priya Nair,Yes,Tier 2,Germany,EUROPE,Active,SCN002,Budget,Plan,FY26.1,CUR002,EUR,Euro,1.09,2025-08-01,FALSE,3914961.37,4126526.59,246966.84,175517.59,3704042.16,2097269.26,1606772.9,"482,715.49",72553.88,1051503.54,1179326.46,774593.0,"$127,822.93",35766.11,0.2374,2908274.38,4148859.05,8015887.44,147802.28,660189.21,970551.02,0.6841,2316,1646.54,0.1748,0.9532,5689,0,"4,136,615.61",4406,944.56
REC104682,20240206,loc010,Latin America,Brazil,Brazil,São Paulo,Campinas,Campinas Plant,Consumer,LATAM,Brazil Southeast,$-22.91,-47.06,PROD005,Gamma,Drives,Hardware,Variable Frequency Drives,Voltis,VOL-GA-4080, n ,2018, y ,CUST011,Active,Apex Robotics,Apex Group,Key Accounts,Technology,Direct,A. Brown,Yes,Tier 1,United States,North America,FALSE,SCN003,Forecast,Rolling Forecast,RF_Q1,CUR008,BRL,Brazilian Real,0.2,20240201,F,7825767.52,8102405.86,686054.39,13765.84,7402585.63,4225460.44,3177125.18,"1,112,985.31",51721.92,"$2,012,417.96",2236080.59,1545877.62,223662.63,"118,971.65",,5872280.81, 9707109.95 ,33051398.12,"380,657.30","$1,230,696.31",766702.18,0.4035,1363,5585.1,0.2432,0.968,5344,4,"6,089,901.13",3716,"2,033.27"
REC104683,15-Sep-2023,LOC011,Middle East & Africa,Middle East,UAE,Dubai,Dubai,Dubai Distribution,Industrial,MEA,GCC,$25.20, 55.27 ,PROD001,Alpha,Sensors,Hardware,Pressure Sensors,Auron,AUR-AL-3117,T,2019,TRUE,CUST014,FALSE,MetroBuild Corp,MetroBuild,Mid-Market,Construction,Direct,J. Smith,FALSE, Tier 2  ,Japan,Asia Pacific,FALSE,SCN001,Actual,Actual,v1,CUR009,AED,UAE Dirham,0.26,09/01/2023,No,1383624.19,1522944.17,101670.5,29119.12,1392154.54,1057494.0,334660.55,"$209,689.05","76,845.02",48126.48,92589.59,"$15,074.46",,26662.89,0.2977,2900192.85,1910473.2,3355547.51,90905.31,327637.36,167713.8,0.5824,176,7861.5,3.01,0.8513,4724,1,"$1,652,341.41",1533,967.74
REC104684,2023-04-29,LOC006,Europe,Northern Europe,United Kingdom,ENGLAND,Manchester,Manchester Site,Technology,EMEA,UKI,53.48,(2.24),PROD001,Alpha,Sensors,Hardware,pressure sensors,Auron,AUR-AL-7228,,2019,,CUST014,N,MetroBuild Corp,MetroBuild,Mid-Market,Construction, Direct  ,S. Müller,FALSE,Growth,  united kingdom  ,Europe,1,SCN005,Prior Year,Historical,PY,CUR004,GBP,Pound Sterling, 1.31 ,2023-04-01,F,461028.44,568830.91,7665.14,"20,719.61",540446.16,310019.11,"230,427.05",55089.03,29339.37,145998.65,"$169,962.64",89349.14,23963.99,2477.85,0.3774,252965.94,466728.62,1907150.85,28345.06,87232.4,"$115,281.27",106.7%,3010,182.21,0.1011,0.8212,1033,0,207049.28,274,2117.85
REC104685,08-Mar-2023,LOC010,Latin America,Brazil,Brazil,São Paulo,Campinas,Campinas Plant,Consumer,LATAM,Brazil Southeast,-22.91,-47.06,PROD004,Gamma,Drives,Hardware,Servo Drives,Voltis,VOL-GA-8188,1,2022,Active,CUST019,0,BrightHome Retail,BrightHome,SMB,RETAIL,Marketplace,S. Müller,F,Growth,Brazil,Latin America,T,SCN001,Actual,Actual,v1,CUR008,BRL,Brazilian Real,0.19,2023-03-01,Inactive,"15,997,354.17","$16,880,004.58",478981.07,382487.25,16018536.26,10366114.69,5652421.57,1650627.83,356785.55,3645008.19,4195979.66,2333749.92,550971.47,"$42,780.61",0.3521,"$12,628,380.41",19563237.85,,,2126761.3,2393807.51,0.6885,3021,5295.38,0.1278,0.9865,523,0,17049798.9,4308,3711.63
REC104686,2023-02-24,LOC007,Asia Pacific,East Asia,China,Guangdong,Shenzhen,Shenzhen Campus,Electronics,APAC,Greater China,22.54, 114.06 ,prod006,Delta,Software,Software,Analytics Suite,Synapse,SYN-DE-9685,T,2023,,CUST010,FALSE,Vertex Mining PLC,Vertex Resources,Mid-Market,Mining,Distributor,J. SMITH,FALSE,Strategic,China,Asia Pacific,Active,SCN002,Budget,Plan,FY26.1,CUR005,CNY,Chinese Yuan,0.14,2023-02-01,,11140137.19,13097372.26,"1,184,027.39",272316.46,"$11,641,028.41",5196823.33,6444205.09,1028868.71,287990.8,5127345.57,5274787.26,4133499.04, 147441.68 ,202749.68,0.1606,32570093.75,16721045.82, 37862197.37 ,"$872,082.05",1355069.12,3328905.03,0.4646,828,14145.96,0.0749, 83.30% ,4007,0,6286372.54,552,25563.81
REC104687,2025-10-10,LOC012,Europe,Central Europe,Poland,Mazovia,Warsaw,Warsaw Operations,AUTOMOTIVE, EMEA  ,CEE,52.23,21.01, PROD002 ,Alpha,Sensors,Hardware,Temperature Sensors,Auron,AUR-AL-7222,,2021,T,CUST017,F,rapidlogix,RapidLogix,SMB,Logistics,Distributor,L. García,FALSE,Growth,Poland,Europe,,,Forecast,Rolling Forecast,RF_Q1,CUR010,PLN,Polish Zloty,0.25,2025-10-01,N,18651481.63,"$19,871,633.55","1,832,997.70",453341.33,17585294.53,13094928.55,4490365.97,2746736.29,494665.73,1248963.95,1516985.79,649686.64,268021.84,239280.22,0.3565,"34,180,244.00",25814706.83,103480349.46,975791.41,3693615.52,2309581.55,0.8978,3199,5464.84,0.2093,0.9594,3937,5,17796544.93,3131,"5,926.93"
REC104688,03/14/2023,LOC004,Europe,Western Europe,Germany,Bavaria,Munich,Munich Works,Automotive,EMEA,DACH,48.14,11.58,PROD004,Gamma,Drives,Hardware,Servo Drives,Voltis,VOL-GA-3083,,,TRUE,CUST011,TRUE,Apex Robotics,Apex Group,Key Accounts,Technology,Direct,D. Johnson,,Tier 2,Japan,Asia Pacific,,SCN002,Budget,Plan,FY26.1,CUR002,EUR,Euro,1.06,2023-03-01,No,"$8,778,283.25","8,415,768.66",89390.03,348055.05,7978323.57,5280135.29,2698188.29,,175280.43,1616026.04,1789359.71,"1,135,317.69",173333.68,"$20,853.62",0.2883,"$10,296,969.35",8888379.33,,"$667,774.96",1234224.35,1458277.12,48.43,2450,3328.62,0.2837,0.79,3636,1,10352086.57,1828,4407.91
REC104689,2023-01-27,LOC011,Middle East & Africa,Middle East,United Arab Emirates,Dubai,Dubai,Dubai Distribution,Industrial,MEA,GCC,$25.20,55.27,PROD012,Theta,Power,Hardware,Power Supplies,Voltis,VOL-TH-1044,FALSE,2014,Active,CUST003,,RetailNova SA,RetailNova,Mid-Market,Retail,Distributor,Priya Nair,N,strategic,United Arab Emirates,Middle East & Africa,TRUE,SCN003,Forecast,Rolling Forecast,RF_Q1,CUR009,AED,UAE Dirham,0.28,01-Jan-2023,Inactive,20889857.46,21770109.83,1202952.26,190266.58,"20,376,890.99", 10298870.00 ,10078020.99,,"578,408.84",,8188295.46,"$5,788,061.62",297349.92,364853.48,0.2309,,21533469.86,92077091.27,1142231.66,,6718540.54,0.4774,858,23723.03,32.36,0.8095,1769,1,11685652.04,4621,4370.93
REC104690,2024-07-19,LOC005,Europe, Southern Europe,Spain,Catalonia,Barcelona,,Consumer,EMEA,Iberia,41.39,2.17,PROD009,Epsilon,Services,Services,Maintenance,ConsultPro,CON-EP-5552,,2015, y ,CUST019,0,BrightHome Retail,BrightHome,SMB,Retail,Marketplace,M. Chen,FALSE,Growth,India,Asia Pacific,F,SCN002,Budget,Plan,FY26.1,CUR002,EUR,Euro,1.1,2024-07-01,,10806752.55,,"176,409.79",91992.36,,5264109.33,"5,252,174.91",660713.45,313053.62,"$4,278,407.84",,3000608.91,160697.63,68954.39,28.72,13409322.82,12204149.68,35622434.92,711894.66,1043691.39,,100.41,2972,3541.94,0.3256,98.0%,2220,2,9541382.01,394,"25,862.28"
REC104691,2023-05-18,LOC010,Latin America,Brazil,Brazil,São Paulo,Campinas,Campinas Plant,Consumer,LATAM,Brazil Southeast,-22.91,-47.06,PROD008,Epsilon,Services,Services,Implementation,ConsultPro,CON-EP-1490,FALSE,2016,Y,CUST013,,FreshWave Beverages, FreshWave , SMB ,Food & Beverage,Reseller,D. Johnson, n ,Tier 1,Brazil,Latin America,Y,SCN003,FORECAST,Rolling Forecast,RF_Q1,CUR008,BRL,Brazilian Real,0.19,2023-05-01,F,31408216.91,31389610.79,1065400.35,298604.65,30025605.79,"$16,175,934.10",13849671.69,"$1,829,849.22",585003.85,11434818.63,11856958.01,6928229.95,422139.38,455825.13,36.9,48993155.29,"$29,586,629.07",114283943.07,2575541.66,2531937.82,8675541.7,0.5675,2334,12799.06,31.3%,0.9647,3312,0,"$23,998,564.64",319,100695.62
REC104692,2024-05-23,LOC011,Middle East & Africa,Middle East,Emirates,Dubai,Dubai,Dubai Distribution,Industrial, MEA ,GCC,,55.27,PROD003,Beta,Controllers,Hardware,Programmable Controllers,Nexa,NEX-BE-8199,N,2017,Y,CUST013,F,FreshWave Beverages,FreshWave,SMB,Food & Beverage,Reseller,D. Johnson,0,Tier 2,Poland,Europe,Yes,SCN004,Forecast,Rolling Forecast,RF_Q2,CUR009,AED,UAE Dirham,0.27,2024-05-01,No,3100519.25,3379628.68,350042.9,128552.47,"2,901,033.31",,946378.62,492054.24,57685.39,396638.99,439494.43,303183.48,42855.44,17461.51,0.2004,"7,942,207.46",3720423.52,13906428.2,63047.26,"598,788.62",1017478.13,0.7378,1565,1850.04, 23.11% ,0.9489,4089,0,1696724.46,2111,1638.87
REC104693,2023-06-22,LOC008,Asia Pacific,East Asia,Japan,Tokyo,Tokyo,Tokyo Center,Technology,APAC,Japan,35.68,139.65,PROD007,Delta,Software,Software,Monitoring Platform,Synapse,SYN-DE-7818,,2020,TRUE,CUST008,,Pacific Foods Co,Pacific Foods,SMB,Consumer Goods,Reseller,M. Chen,N,Tier 2,Japan,Asia Pacific,T,SCN001,Actual,Actual,v1,CUR006,JPY,Japanese Yen,0.01,2023-06-01,F,19180086.51,19670971.51,276674.72,"420,638.78",,8845065.31,"10,128,592.70",1962401.45,"1,044,925.77",7121265.47,8014498.12,5443778.29,"893,232.65",47103.29,0.2305,15008233.96,23492598.65,"59,507,096.99",,"3,189,688.76",3337172.15,87.9%,1306,14686.13,0.2486,0.8352,5605,1,15808110.75,633,32214.09
REC104694,2023-09-08,LOC012,Europe,Central Europe,Poland,Mazovia,Warsaw,Warsaw Operations,Automotive,EMEA,CEE,,21.01,PROD012,Theta,Power,Hardware,Power Supplies,Voltis,VOL-TH-8902,F,2014,Active,CUST015, y ,Helios Aerospace,Helios,Enterprise,Aerospace,OEM,D. Johnson,No,Strategic,United Arab Emirates,Middle East & Africa,,SCN001,Actual,Actual,v1,CUR010,PLN,Polish Zloty,0.26,2023-09-01, n ,8039132.78,8736126.17,676506.03,"247,205.90",7812414.24,4679563.62,3132850.62,1159203.19,207890.0,,"2,065,365.75",1200413.16,"$299,608.32",133189.1,0.2647,20910259.64,11039462.75,,652656.85,"1,371,178.95","$1,218,171.00",1.0377,1376,5842.39,0.1938,0.9321,5543,5,2562240.2,2424,3455.84
REC104695,2024-06-27, LOC012 ,EUROPE,Central Europe,Poland,Mazovia,Warsaw,Warsaw Operations,Automotive,EMEA, Cee  ,52.23,21.01,PROD007,Delta,Software,Software,Monitoring Platform,Synapse,SYN-DE-2562,Yes,2020,Active,CUST016,Yes,TerraPharm,TerraPharm,Enterprise,Pharma,Direct,Priya Nair,F,Tier 1,Poland,Europe,1,SCN002,Budget,Plan,FY26.1,CUR010,PLN,Polish Zloty,,2024-06-01,0,12484333.34,"$14,006,055.87",752929.07,376321.63,12876805.16,5007025.41,7869779.75,2496305.41,553867.66,4819606.69,5081297.5,3156835.24,261690.81,"$198,377.58",0.3169,12702001.39,16382858.69,30382380.07,"$738,256.95","3,275,829.18",4824573.65,0.504,9,"$28,910.78",5.67,0.876,4827,0,6962032.84,790,16847.02
REC104696,2023-07-24,LOC009,Asia Pacific,South Asia,India,Karnataka,Bengaluru,Bengaluru Hub,Services,APAC,India,12.97,77.59,PROD006,Delta,Software,Software,Analytics Suite,synapse,SYN-DE-2943,1,2023,,CUST003, n ,RetailNova SA,RetailNova,Mid-Market,Retail,Distributor,S. Müller,FALSE,Growth,Brazil,Latin America,T,SCN004,Forecast,Rolling Forecast,RF_Q2,CUR007,INR,Indian Rupee,0.01,2023-07-01,No,15534967.77,16832629.34,1846903.32,336992.62,14648733.39,6943785.84,7704947.55,1331409.54,464387.74,5909150.27, 6389100.65 , 4577662.67 ,479950.37,"229,935.59",0.194,30572238.29,17480438.03,51295886.94,1304092.09,2079559.56,"3,537,626.30",1.0119,978, 14796.90 ,0.3552,0.7898,3253,0,9567090.24,383,42829.58
REC104697,2024-12-24,LOC009,Asia Pacific,South Asia,India,Karnataka,Bengaluru,Bengaluru Hub,Services,APAC,India,12.97,77.59,PROD012,Theta,Power,Hardware,Power Supplies,Voltis,VOL-TH-9719,,2014,,CUST002,Y, BluePeak Energy  ,BluePeak Holdings,Key Accounts,,Direct,Priya Nair,Y,Growth,United Arab Emirates,Middle East & Africa,TRUE,SCN004,Forecast,Rolling Forecast,RF_Q2,cur007,INR,indian rupee,0.01,01-Dec-2024,F,2267315.91,"2,520,176.60",257153.07,10913.58,2252109.95,1113765.08,1138344.87,342761.23,16210.67,779372.96,867084.74,618915.65,87711.77,24022.67,0.1806,1984077.03,2373675.92,3533796.45,52149.24,419567.99,761986.28,0.398,46,48299.49,0.1245,0.9543,4169,0,1093551.6,1521,1537.42
rec104698,2024-03-10,LOC009,Asia Pacific,South Asia,India,Karnataka,Bengaluru,Bengaluru Hub,Services,APAC,India,12.97,77.59,PROD008,Epsilon,Services,services,Implementation,ConsultPro,con-ep-5262,No,2016,Y,CUST014, n ,MetroBuild Corp,MetroBuild,mid-market,Construction,Direct,A. Brown,,Growth,United States, North America  ,T,SCN001,Actual,Actual,v1,CUR007,INR,Indian Rupee,0.01,2024-03-01, n ,"1,441,109.64",1569117.92,125876.56,13607.9,1429633.47,"1,024,926.78",404706.69,163283.28,25247.17,216176.24,"285,763.16",,69586.91,11419.51,0.3617,"$4,070,645.44",1883457.73,,"$104,572.53",221226.3,117024.5,0.6881,71,20297.32,0.3407,94.8%,2016,1,"939,035.45",212,7093.53
